"","imdb_title_id","title","year","genre","duration","country","language","director","actors","usa_gross_income","worldwide_gross_income","weighted_average_vote","total_votes","mean_vote","median_vote","allgenders_0age_avg_vote","allgenders_18age_avg_vote","allgenders_30age_avg_vote","allgenders_45age_avg_vote","males_allages_avg_vote","males_0age_avg_vote","males_18age_avg_vote","males_30age_avg_vote","males_45age_avg_vote","females_allages_avg_vote","females_0age_avg_vote","females_18age_avg_vote","females_30age_avg_vote","females_30age_votes","females_45age_avg_vote","top1000_voters_rating","us_voters_rating","non_us_voters_rating","movie_length"
"1","tt0120667","I Fantastici 4",2005,"Action, Adventure, Fantasy",106,"USA, Germany","English","Tim Story","Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Hamish Linklater, Kerry Washington, Laurie Holden, David Parker, Kevin McNulty, Maria Menounos, Michael Kopsa, Andrew Airlie, Pascale Hutton, G. Michael Gray",154696080,333535934,5.7,307944,5.8,6,5.6,5.7,5.6,5.9,5.7,5.3,5.7,5.6,5.9,6,7.1,6.1,5.8,19068,6.1,5.7,5.6,5.7,"medium"
"2","tt0160706","The Prodigy",2005,"Crime, Drama, Thriller",120,"USA","English","William Kaufman","Holt Boggs, Glen Vorhis, Matt Beckham, Diana Lee Inosanto, Mirelly Taylor, Lawrence Varnado, Marc Hébert, Marc Jeffreys, Jay Moses, Tery Corkran, Dameon Clarke, Gabriel Buentello, Mark Hanson, Jimmy Costello, Ivan Melgarejo",NA,NA,5.5,870,6.4,6,NA,5.9,5.5,5.4,5.5,NA,6,5.6,5.3,5.7,NA,6,4.5,28,7.5,5.1,5.7,5.4,"medium"
"3","tt0251951","Pretty Cool",2006,"Comedy, Sci-Fi",92,"USA","English","Rolfe Kanefsky","Will Burke, Alexis Thorpe, Gerard Karsenty, Amy Brassette, Cecilia Bergqvist, Summer Altice, Cindy Campbell, Holly Sampson, Jake Waldinger, Robert Donavan, Shauna O'Brien, Lyle Skosey, William Frederick Knight, Brandy Miller, Sandy Wasko",NA,NA,4.1,450,4.7,4,5,3.9,4.2,4.2,4.1,NA,3.7,4.3,4.1,3.8,5,8.7,2.4,13,5.7,4.7,4.3,4,"medium"
"4","tt0327498","Squadra di ciclisti",2005,"Comedy, Family",79,"USA","English","Richard Gabai","Braden Parkes, Emily Petta, Thomas Garner, Graham Spillman, Stephanie Denise Griffin, Callie Waterman, Wolf Bradley, Michael C. Vaccaro, Michael Olifiers, Michael McConnohie, Gary Garfinkel, Toni Prima, Helen Karagozian, Bridget Oberlin, Greg Ellery",NA,NA,3.1,142,3.7,3,NA,3.5,3.2,3.1,3.2,NA,3.4,3.2,3.2,2.9,NA,3.6,3,7,1.7,2.9,3.4,3.1,"short"
"5","tt0327643","Dirty Love: Tutti pazzi per Jenny",2005,"Comedy, Romance",91,"USA","English","John Asher","Jenny McCarthy, Eddie Kaye Thomas, Carmen Electra, Victor Webster, Kam Heskin, Guillermo Díaz, Jessica Collins, Renee Albert, Noah Harpster, Jay Johnston, Judith Drake, David O'Donnell, Forbes March, Deryck Whibley, Tabitha Taylor",36099,36099,3.6,6744,4.5,4,1,3.4,3.5,3.7,3.3,1,3.2,3.2,3.6,4.5,NA,3.8,4.5,910,5.2,3.3,3.8,3.2,"medium"
"6","tt0338294","Nowhere Man",2005,"Comedy, Crime, Drama",78,"USA","English","Tim McCann","Michael Rodrick, Debbie Rochon, Frank Olivier, Lloyd Kaufman, Bob Gosse, Michael Risley, James Burton, Mark Tchelistcheff, Rod Razor, Steve Olivieri, Aaron Parker, Eric Hill, Paul Williams, Kathy Good, Elvira Sinani",3105,3105,3.7,204,4.8,4.5,NA,5.8,3.9,3.4,3.8,NA,5.8,3.9,3.5,3.1,NA,NA,5.2,6,1,3.8,4.1,3.5,"short"
"7","tt0351283","Madagascar",2005,"Animation, Adventure, Comedy",86,"USA","Greek, American Sign Language, English, Portuguese, Spanish, German, French","Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Tom McGrath, Christopher Knights, Chris Miller, Conrad Vernon, Eric Darnell, David Cowgill, Stephen Apostolina, Elisa Gabrielli",193595521,542063846,6.9,357718,7,7,6.9,7,6.9,6.9,6.9,6.8,6.9,6.8,6.8,7.1,7.2,7.2,7.1,29737,7.1,6.6,6.7,6.9,"short"
"8","tt0360556","Fahrenheit 451",2018,"Drama, Sci-Fi, Thriller",100,"USA","English","Ramin Bahrani","Michael B. Jordan, Aaron Davis, Cindy Katz, Michael Shannon, Mayko Nguyen, Dylan Taylor, Saad Siddiqui, Katherine Cullen, Edsson Morales, Jordan Baker, Nathanial Buzzanga-Silveira, Charlotte Flint, Luke Flint, Malakai Fox, Marni Hogg",NA,NA,4.9,16882,4.9,5,4.5,5,4.8,4.9,4.9,3.8,4.9,4.8,4.8,5.1,5.9,5.2,4.9,971,5.2,4.4,4.9,4.8,"medium"
"9","tt0361748","Bastardi senza gloria",2009,"Adventure, Drama, War",153,"Germany, USA","English, German, French, Italian","Quentin Tarantino","Brad Pitt, Mélanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel Brühl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B.J. Novak, Omar Doom, August Diehl, Denis Ménochet, Sylvester Groth",120540719,321455689,8.3,1229958,8.2,8,8.6,8.5,8.3,7.8,8.3,8.6,8.5,8.3,7.8,8.3,8.1,8.5,8.3,74491,7.9,7.8,8.3,8.3,"long"
"10","tt0361858","Lurking in Suburbia",2006,"Comedy",87,"USA","English","Mitchell Altieri","Joe Egender, Samuel Child, Ari Zagaris, Buffy Charlet, Mark Alexander, Shana Barrett, Cody Carroll, Corky Cornett, Catherine Frazier, Jonté LeGras, Desiree Matthews, Chad McGuirk, Katina Mercadante, Jerry Moore, Eddy Murillo",NA,NA,5.9,122,6.6,7,NA,8,6.2,6,6.3,NA,NA,6.4,6.2,4.8,NA,8,5.5,8,4,6.8,6.4,5,"short"
"11","tt0364376","The Gingerdead Man",2005,"Comedy, Fantasy, Horror",70,"USA","English","Charles Band","Gary Busey, Robin Sydney, Ryan Locke, Larry Cedar, Alexia Aleman, Newell Alexander, Harlan Band, Jacquelyn Band, Zalman Band, E. Dee Biddlecome, Margaret Blye, Jonathan Chase, Lisa Cohen, Diane Collins, Joe Dain",NA,NA,3.5,3451,3.9,3,3.9,3.1,3.4,3.6,3.4,5.5,3.1,3.4,3.6,3.3,5.5,3.4,3.3,192,3.4,3.6,3.4,3.3,"short"
"12","tt0366711","Lethal",2005,"Action, Drama",90,"USA","English","Dustin Rikert","Heather Marie Marsden, Frank Zagarino, Lorenzo Lamas, Mark Mortimer, John Colton, Jennifer MacIsaac, Chad Restum, Dan Southworth, Ralph J. Ciaravino, Jesse Sharp, Soon Hee Newbold, Kyle Rikert, Adewole Lipede, Mitch Gould, Garret Sato",NA,NA,2.5,363,3.3,2,NA,2.5,2.2,2.7,2.4,NA,3.1,2.2,2.8,1.6,NA,2.1,1,11,2,3.3,3,2.1,"medium"
"13","tt0367089","Il calamaro e la balena",2005,"Comedy, Drama",81,"USA","English","Noah Baumbach","Owen Kline, Jeff Daniels, Laura Linney, Jesse Eisenberg, William Baldwin, David Benger, Anna Paquin, Molly Barton, Bo Berkman, Matthew Kaplan, Simon Kaplan, Matthew Kirsch, Daniella Markowicz, Elizabeth Meriwether, Ben Schrank",7372734,11098131,7.3,76666,7.4,8,7.1,7.4,7.3,7.1,7.4,7.3,7.5,7.4,7.1,7.1,5,7.1,7.1,8041,7,6.7,7.5,7.3,"short"
"14","tt0374569","Che - Guerriglia",2008,"Biography, Drama, History",135,"Spain, France, USA","Spanish, English","Steven Soderbergh","Demián Bichir, Rodrigo Santoro, Benicio Del Toro, Catalina Sandino Moreno, María D. Sosa, Raúl Beltrán, Raúl 'Pitín' Gómez, Paty M. Bellott, Othello Rensoli, Franka Potente, Norman Santiago, Joaquim de Almeida, Pablo Durán, Ezequiel Díaz, Juan Salinas",748555,8638162,6.9,31850,6.9,7,7,7.1,6.9,6.5,6.9,8,7.1,6.9,6.5,6.8,5,7,6.7,1433,6.7,6.2,6.9,6.9,"long"
"15","tt0374718","Home Sick",2007,"Horror",89,"USA","English","Adam Wingard","Lindley Praytor, Tiffany Shepis, Forrest Pitts, Will Akers, Matt Lero, Brandon Carroll, Tom Towles, Bill Moseley, Jeff Dylan Graham, L.C. Holt, Patrick Engel, Shaina Fewell, Jonathan Thornton, James Donahue, Ramona Thornton",NA,NA,4.8,560,5.4,5,NA,5.3,4.7,4.5,4.6,NA,5.1,4.6,4.4,5.4,NA,6.1,5.3,35,4.9,4.4,4.9,4.6,"short"
"16","tt0378109","Trappola in fondo al mare",2005,"Action, Adventure, Crime",110,"USA","English","John Stockwell","Paul Walker, Jessica Alba, Scott Caan, Ashley Scott, Josh Brolin, James Frain, Tyson Beckford, Dwayne Adway, Javon Frazer, Chris Taloa, Peter R.V. Bowleg Jr., Clifford McIntosh, Adam Collins, Gill Montie, Dan Ballard",18801234,46117696,5.9,72713,6,6,5.7,6,5.8,5.9,5.8,7.3,6,5.8,5.9,5.9,5.7,6.1,5.8,5376,5.9,5.5,5.8,5.8,"medium"
"17","tt0385622","Atterraggio d'emergenza",2005,"Action, Crime, Drama",88,"USA, Canada","English","Jim Wynorski","Antonio Sabato Jr., Michael Paré, Brianne Davis, Kevin Dobson, Rene Rivera, Mercedes Colon, Patrick St. Esprit, John Beck, Adam Lieberman, John J. Dalesandro, Eric James Virgets, Paul Logan, Steve Eastin, Sandra McCoy, Haley Joel",NA,NA,3.7,780,3.9,3,NA,3.8,3.4,3.8,3.6,NA,3.6,3.4,3.8,3.9,NA,4.7,3.7,39,3.8,4.1,4.2,3.4,"short"
"18","tt0387549","The Roost",2005,"Horror, Thriller",80,"USA","English","Ti West","Tom Noonan, Karl Jacob, Vanessa Horneff, Sean Reid, Wil Horneff, Barbara Wilhide, Richard Little, John Speredakos, Larry Fessenden, Tom Hamilton, Graham Reznick, Heather Robb, Mary Schmidt, Ti West",5642,5642,4.9,1921,5.2,5,NA,5.1,5.1,4.5,4.9,NA,5.2,5.1,4.4,4.6,NA,4.3,4.5,128,4.7,4.2,5,4.8,"short"
"19","tt0388500","Beauty Shop",2005,"Comedy",105,"USA","English","Bille Woodruff","Queen Latifah, Alicia Silverstone, Andie MacDowell, Alfre Woodard, Mena Suvari, Della Reese, Golden Brooks, Laura Hayes, Paige Hurd, Lil J.J., LisaRaye McCoy, Keshia Knight Pulliam, Sherri Shepherd, Kimora Lee Simmons, Sheryl Underwood",36351350,37245453,5.6,16023,5.8,6,5.5,5.7,5.3,5.7,5.2,4,5.3,5,5.4,6,7,6,5.8,2885,6.4,5.2,5.7,5.3,"medium"
"20","tt0389328","La setta delle tenebre",2007,"Action, Crime, Horror",97,"USA","English","Sebastian Gutierrez","Robert Forster, Cameron Richardson, Lucy Liu, Allan Rich, Samantha Shelton, Kevin Wheatley, Margo Harshman, Cameron Goodman, Holt McCallany, James D'Arcy, Carla Gugino, Michael Chiklis, Paul Cassell, Mako, Sam Cooper",114306,2850927,4.9,11251,5.2,5,NA,4.9,4.7,5.2,4.8,NA,4.8,4.7,5.2,5,NA,5,4.9,1103,5.5,4.6,5.2,4.8,"medium"
"21","tt0389860","Cambia la tua vita con un click",2006,"Comedy, Drama, Fantasy",107,"USA","English, Portuguese, Japanese","Frank Coraci","Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Tatum McCann, Lorraine Nicholson, Katie Cassidy, Cameron Monaghan, Jennifer Coolidge",137355633,240685326,6.4,300363,6.6,7,6.2,6.5,6.4,6.1,6.4,6.3,6.5,6.4,6.1,6.2,5.1,6.2,6.1,24162,6.1,6.1,6.2,6.4,"medium"
"22","tt0395585","House of 9",2005,"Drama, Horror, Mystery",90,"UK, Romania, Germany, France","English, French","Steven R. Monroe","Kelly Brook, Dennis Hopper, Hippolyte Girardot, Ashley Walters, Raffaello Degruttola, Peter Capaldi, Susie Amy, Morven Christie, Julienne Davis, Jim Carter",NA,NA,5.5,9034,5.7,6,5.3,5.8,5.4,5.4,5.5,7,5.8,5.4,5.4,5.5,4.5,5.8,5.3,842,5.6,5.2,5.5,5.4,"medium"
"23","tt0396096","Pit Fighter",2005,"Action",83,"USA","English","Jesse V. Johnson","Dominiquie Vandenberg, Steven Bauer, Fernando Carrillo, Stephen Graham, Stana Katic, Scott Adkins, Timothy V. Murphy, Ric Sarabia, Carlos Buti, Catherine Munden, Alice Amter, Armando Acevedo, Fivel Stewart, Celina Zambón, Aspen Stevens",NA,NA,4.5,1070,5.1,5,NA,4.9,4.5,4.3,4.5,NA,4.8,4.5,4.3,4.5,NA,7.5,4,33,4.4,4.6,4.7,4.4,"short"
"24","tt0397436","Game Over",2005,"Action, Drama",90,"USA","English","Peter Sullivan","Andre McCoy, Daz Crawford, La Trice Harper, Heidi Marie Wanser, Paul Green, Dabier, Joel King, Ron Ware, David Lawrence Simmons, Jonny Lewis, Edwin Villa, Steven K. Perry, Kerry Wong, James Ferris, Brett Caruso",NA,NA,2.8,155,3.6,2,NA,4.3,2.6,3.7,2.9,NA,4.3,2.7,3.6,2.9,NA,NA,2.6,6,7,3.1,4,2.5,"medium"
"25","tt0398375","Vizi di famiglia",2005,"Comedy, Drama, Romance",97,"USA, Germany, Australia","English, Spanish","Rob Reiner","Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins, Christopher McDonald, Steve Sandvoss, Mena Suvari, Mike Vogel, Rob Lanza, Lisa Vachon, Trevor Stock, Jennifer Taylor, Marcia Ann Burrs, Lynn Wanlass",43000262,88933562,5.5,52764,5.6,6,8.3,5.5,5.4,5.7,5.4,NA,5.3,5.4,5.6,5.6,8.5,5.6,5.5,10016,5.7,5.3,5.4,5.5,"medium"
"26","tt0399201","The Island",2005,"Action, Sci-Fi, Thriller",136,"USA","English","Michael Bay","Ewan McGregor, Scarlett Johansson, Djimon Hounsou, Sean Bean, Steve Buscemi, Michael Clarke Duncan, Ethan Phillips, Brian Stepanek, Noa Tishby, Siobhan Flynn, Troy Blendell, Jamie McBride, Kevin McCorkle, Gary Nickens, Kathleen Rose Perkins",35818913,162949164,6.8,297368,7,7,6.8,6.9,6.8,6.8,6.8,6.5,6.9,6.8,6.8,6.8,7.1,6.9,6.8,23048,6.8,6.4,6.8,6.8,"long"
"27","tt0401792","Sin City",2005,"Crime, Thriller",124,"USA","English","Quentin Tarantino","Jessica Alba, Devon Aoki, Alexis Bledel, Powers Boothe, Cara D. Briggs, Jude Ciccolella, Jeffrey J. Dashnaw, Rosario Dawson, Jesse De Luna, Benicio Del Toro, Jason Douglas, Michael Clarke Duncan, Tommy Flanagan, Christina Frankenfield, Rick Gomez",74103820,158733820,8,733158,8,8,8.1,8,8.1,7.7,8,8.1,8,8.1,7.7,7.7,7.4,7.7,7.7,52437,7.3,7.8,8,8,"long"
"28","tt0403455","Roll Bounce",2005,"Comedy, Drama, Music",112,"USA","English","Malcolm D. Lee","Shad Moss, Chi McBride, Meagan Good, Wesley Jonathan, Marcus T. Paulk, Rick Gonzalez, Jurnee Smollett, Brandon T. Jackson, Khleo Thomas, Kellita Smith, Mike Epps, Charlie Murphy, Nick Cannon, Paul Wesley, Daniel Yabut",17380866,17500866,6.1,6572,6.5,7,3.2,6.3,5.9,6.3,5.9,5,6.2,5.7,5.9,6.7,2.7,6.7,6.5,872,7.1,5.5,6.2,5.7,"medium"
"29","tt0403702","Youth in Revolt",2009,"Comedy, Drama, Romance",90,"USA","English, French, Spanish","Miguel Arteta","Michael Cera, Portia Doubleday, Jean Smart, Zach Galifianakis, Erik Knudsen, Adhir Kalyan, Steve Buscemi, Fred Willard, Ari Graynor, Ray Liotta, Justin Long, Rooney Mara, Jade Fusco, Lise Lacasse, M. Emmet Walsh",15281286,19651093,6.4,71895,6.5,7,6.2,6.5,6.4,6.3,6.5,6.4,6.5,6.5,6.4,6.2,5.7,6.2,6.2,6157,6.1,6,6.5,6.4,"medium"
"30","tt0403848","The Ape",2005,"Comedy, Drama",92,"USA","English","James Franco","James Franco, Brian Lally, Allison Bibicoff, Stacey Miller, Vince Jolivette, Nori Jill Phillips, Danny Molina, David Markey, Sydney DeMarco",NA,NA,4.5,889,5.1,5,6,4.7,4.6,3.9,4.6,6,4.8,4.7,3.9,4.3,NA,4.5,4,120,4.6,3.7,4.6,4.4,"medium"
"31","tt0405296","A Scanner Darkly - Un oscuro scrutare",2006,"Animation, Crime, Drama",100,"USA","English","Richard Linklater","Rory Cochrane, Robert Downey Jr., Mitch Baker, Keanu Reeves, Sean Allen, Cliff Haby, Steven Chester Prince, Winona Ryder, Natasha Janina Valdez, Mark Turner, Woody Harrelson, Chamblee Ferguson, Angela Rawna, Eliza Stevens, Sarah Menchaca",5501616,7659918,7.1,105125,7.2,7,6.8,7.3,7.1,6.7,7.1,7.2,7.3,7.1,6.7,7.1,7,7.3,7.1,6830,6.9,6.5,7.2,7.1,"medium"
"32","tt0408524","Bad News Bears - Che botte se incontri gli orsi!",2005,"Comedy, Sport",113,"USA","English, Spanish","Richard Linklater","Billy Bob Thornton, Greg Kinnear, Marcia Gay Harden, Sammi Kane Kraft, Ridge Canipe, Brandon Craggs, Jeffrey Davies, Timmy Deters, Carlos Estrada, Emmanuel Estrada, Troy Gentile, Kenneth 'K.C.' Harris, Aman Johal, Tyler Patrick Jones, Jeffrey Tedmori",32868349,34252847,5.8,20343,5.9,6,5,5.9,5.8,5.7,5.8,5,5.9,5.8,5.7,5.8,NA,5.9,5.8,957,5.7,5.4,5.8,5.7,"medium"
"33","tt0408961","Kids in America",2005,"Comedy",91,"USA","English","Josh Stolberg","Gregory Smith, Stephanie Sherrin, Chris Morris, Caitlin Wachs, Emy Coligado, Crystal Celeste Grant, Alex Anfanger, Julie Bowen, Malik Yoba, Andrew Shaifer, Nicole Richie, Genevieve Padalecki, George Wendt, Adam Arkin, Jeff Chase",537667,537667,5.7,2596,6.2,6,NA,6,5.7,5.3,5.5,NA,5.8,5.5,5.2,6.3,NA,6.3,6.4,402,5.7,4.8,5.9,5.6,"medium"
"34","tt0414951","The Quiet - Segreti svelati",2005,"Crime, Drama, Thriller",96,"USA","English, American Sign Language","Jamie Babbit","Elisha Cuthbert, Camilla Belle, Edie Falco, Martin Donovan, Shawn Ashmore, Katy Mixon, David Gallagher, Shannon Woodward, Mj Vandivier, Jo Baker, Steve Uzzell, Ken Thomas, Rudy Costa, Myrna Cabello, Diane Quest",381420,381420,6.2,15447,6.6,7,5.5,6.3,6.3,6.1,6.2,5,6.2,6.2,6.1,6.4,6,6.5,6.4,1941,6.3,5.7,6.3,6.2,"medium"
"35","tt0415306","Ricky Bobby - La storia di un uomo che sapeva contare fino a uno",2006,"Comedy, Sport",108,"USA","English, French","Adam McKay","Will Ferrell, John C. Reilly, Sacha Baron Cohen, Gary Cole, Michael Clarke Duncan, Leslie Bibb, Jane Lynch, Amy Adams, Andy Richter, Molly Shannon, Greg Germann, David Koechner, Jack McBrayer, Ian Roberts, Pat Hingle",148213377,163362095,6.6,164356,6.7,7,6.8,6.6,6.5,6.3,6.6,6.5,6.7,6.6,6.3,6.3,9,6.3,6.3,8754,6.3,5.9,6.8,6.3,"medium"
"36","tt0415806","Fool's Gold",2005,"Comedy",90,"USA","English","James Franco","James Franco, Vince Jolivette, Stacey Miller, Robyn Cohen, David Markey, Ali Pomerantz, Betheny Zolt, Brian Lally, Peter Manoogian, Thor Gold, Michael Bradley, Daphna Cardinale, Timothy Coultas, Sydney DeMarco, David Garrett",NA,NA,6.2,198,6.9,7,5,6,6.3,6.1,6.1,5,5.9,6.1,6.1,6.6,5,5.9,7.2,26,6.7,5.6,6.2,6.2,"medium"
"37","tt0416236","Spiderwick - Le cronache",2008,"Action, Adventure, Drama",96,"USA","English","Mark Waters","Freddie Highmore, Mary-Louise Parker, Nick Nolte, Sarah Bolger, Andrew McCarthy, Joan Plowright, David Strathairn, Seth Rogen, Martin Short, Jordy Benattar, Tod Fennell, Mariah Inger, Jeremy Lavalley, Lise Durocher-Viens, Tyler Patrick Jones",71195053,164170327,6.5,86673,6.7,7,6.6,6.5,6.5,6.7,6.5,6.5,6.3,6.5,6.7,6.7,6.9,6.7,6.7,8567,7,6.4,6.5,6.5,"medium"
"38","tt0416320","Match Point",2005,"Drama, Romance, Thriller",124,"UK, USA, Ireland, Luxembourg, France","English","Woody Allen","Jonathan Rhys Meyers, Alexander Armstrong, Paul Kaye, Matthew Goode, Brian Cox, Penelope Wilton, Emily Mortimer, Janis Kelly, Alan Oke, Mark Gatiss, Scarlett Johansson, Philip Mansfield, Simon Kunz, Geoffrey Streatfeild, Mary Hegarty",23151529,85638656,7.6,203006,7.7,8,7.3,7.6,7.6,7.5,7.6,7.8,7.7,7.7,7.5,7.4,6.7,7.4,7.5,24937,7.6,7,7.6,7.6,"long"
"39","tt0416775","Glass Trap - Formiche assassine",2005,"Action, Adventure, Comedy",90,"USA","English","Fred Olen Ray","C. Thomas Howell, Stella Stevens, Siri Baruc, Brent Huff, Chick Vennera, Andrew Prine, Peter Spellos, Martin Kove, Tracy Brooks Swope, Whitney Sloan, John Clement, Ron Harper, Mark Ginther, Diana Kauffman, Ana Alexander",NA,NA,3,828,2.9,2,NA,2.4,2.8,3.2,3,NA,2.5,2.8,3.3,2.8,NA,2.3,2.9,66,3.1,3,3.4,2.4,"medium"
"40","tt0416918","Lethal Eviction",2005,"Thriller",97,"USA","English","Michael Feifer","Judd Nelson, Jennifer Carpenter, Stacey Dash, Michael Bowen, James Avery, Michael Learned, Andy Martinez Jr., Todd Babcock, Adam Huss, Mark Shunock, Marshall Cook, Caia Coley, Chester E. Tripp III, Pete Sepenuk",NA,NA,4.3,316,4.6,4,NA,5.1,4.2,4.3,4.2,NA,6.1,4.1,4.1,4.4,NA,4,4.4,35,4.7,4.2,4.4,3.9,"medium"
"41","tt0418279","Transformers",2007,"Action, Adventure, Sci-Fi",144,"USA","English, Spanish","Michael Bay","Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson, Rachael Taylor, Anthony Anderson, Jon Voight, John Turturro, Michael O'Neill, Kevin Dunn, Julie White, Amaury Nolasco, Zack Ward, Luis Echagarruga, Patrick Mulderrig",319246193,709709780,7,589274,7.2,7,6.9,7.1,7.1,6.8,7,6.8,7.1,7.1,6.7,7.2,7,7.2,7.2,35299,7.1,6.4,7,7,"long"
"42","tt0418689","Flags of Our Fathers",2006,"Action, Adventure, Drama",135,"USA","English","Clint Eastwood","Ryan Phillippe, Jesse Bradford, Adam Beach, John Benjamin Hickey, John Slattery, Barry Pepper, Jamie Bell, Paul Walker, Robert Patrick, Neal McDonough, Melanie Lynskey, Tom McCarthy, Chris Bauer, Judith Ivey, Myra Turley",33602376,65900249,7,116024,7.1,7,7.1,7.2,7,7.1,7,7.6,7.2,7,7.1,7.1,6.6,7.2,7,4433,7.3,7,7.1,7,"long"
"43","tt0421073","La notte non aspetta",2008,"Action, Crime, Drama",109,"USA","English, Turkish","David Ayer","Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans, Cedric the Entertainer, Jay Mohr, Terry Crews, Naomie Harris, Common, Cle Sloan, Martha Higareda, John Corbett, Amaury Nolasco, Game, Noel Gugliemi",26418667,66476363,6.8,106070,6.9,7,6,6.8,6.8,6.7,6.8,5.3,6.8,6.8,6.7,6.6,7.6,6.6,6.6,4497,6.7,6.3,6.8,6.8,"medium"
"44","tt0422401","Hatchet",2006,"Comedy, Horror, Thriller",93,"USA","English","Adam Green","Joel David Moore, Amara Zaragoza, Deon Richmond, Kane Hodder, Mercedes McNab, Parry Shen, Joel Murray, Joleigh Fiore, Richard Riehle, Patrika Darbo, Robert Englund, Joshua Leonard, Tony Todd, John Carl Buechler, Rileah Vanderbilt",175281,208550,5.7,28336,5.8,6,7.1,5.7,5.6,5.6,5.7,7.3,5.8,5.7,5.6,5.3,4,5.1,5.3,1795,5.4,5.4,6,5.4,"medium"
"45","tt0424345","Clerks II",2006,"Comedy",97,"USA","English","Kevin Smith","Brian O'Halloran, Jeff Anderson, Jason Mewes, Kevin Smith, Jake Richardson, Ethan Suplee, Rachel Larratt, Shannon Larratt, Jennifer Schwalbach Smith, Ben Affleck, Sarah Ault, Lalida Sujjavasin, Trevor Fehrman, Gail Stanley, Bruce Macintosh",24148068,26986174,7.3,128887,7.5,8,7.1,7.4,7.3,7,7.3,7.1,7.4,7.4,7,7,5.3,7.1,7,7295,6.8,6.4,7.3,7.3,"medium"
"46","tt0425123","Se solo fosse vero",2005,"Comedy, Drama, Fantasy",95,"USA","English, Spanish, Mandarin","Mark Waters","Reese Witherspoon, Mark Ruffalo, Donal Logue, Dina Spybey-Waters, Ben Shenkman, Jon Heder, Ivana Milicevic, Caroline Aaron, Rosalind Chao, Ron Canada, Willie Garson, Gabrielle Made, William Caploe, Shulie Cowen, Billy Beck",48318130,102854431,6.7,97788,7,7,6.8,6.8,6.6,6.8,6.6,6.4,6.7,6.6,6.7,6.8,7.3,6.8,6.7,20043,7,6.2,6.6,6.7,"medium"
"47","tt0425414","Runaway",2005,"Drama, Thriller",80,"USA","English","Tim McCann","Aaron Stanford, Robin Tunney, Peter Gerety, Melissa Leo, Terry Kinney, Michael Gaston, Zach Savage, Bill Wolff, Ray Kennedy, Phillip Blancero, Karla Cary, Anthony Corrado, Jennifer Dempster, Tanya Ferro, Jason Gervais",NA,NA,6.4,461,7.1,7,5,7.1,6.5,6.2,6.3,4.5,7,6.4,5.9,7,6,7.2,6.6,64,7.5,5.4,6.2,6.5,"short"
"48","tt0426550","Popstar",2005,"Comedy, Family, Romance",94,"USA","English","Richard Gabai","Aaron Carter, Alana Austin, David Cassidy, Kimberly Jeppson, Adrianne Palicki, Mary Elise Hayden, Deena Dill, Andrew Stevens, Natalia Livingston, Leif Garrett, Tracy Scoggins, Vanessa Angel, Rachel Thorp, Rick Overton, Andrew Ehrlich",NA,NA,2.6,2911,3.5,2,2,3,2.2,2.9,2.1,2,2.2,1.9,2.7,3.3,NA,3.6,3,496,3.5,2.5,2.5,2.4,"medium"
"49","tt0427944","Thank You for Smoking",2005,"Comedy, Drama",92,"USA","English","Jason Reitman","Joan Lunden, Eric Haberman, Aaron Eckhart, Mary Jo Smith, Todd Louiso, Jeff Witzke, J.K. Simmons, Marianne Muellerleile, Cameron Bright, Alex Diaz, Jordan Garrett, Courtney Taylor Burness, Jordan Del Spina, Maria Bello, David Koechner",24793509,39323027,7.6,211158,7.7,8,7.3,7.6,7.6,7.4,7.6,7.3,7.6,7.6,7.4,7.4,8,7.3,7.4,18470,7.4,7.2,7.7,7.5,"medium"
"50","tt0428765","La leggenda di Lucy Keyes",2006,"Drama, Thriller",93,"USA","English","John Stimpson","Julie Delpy, Justin Theroux, Brooke Adams, Mark Boone Junior, Cassidy Hinkle, Kathleen Regan, Ken Cheeseman, Michele Greene, Jamie Donnelly, Tom Kemp, Bates Wilder, Charley Broderick, Frank T. Wells, Rachel Harker, Anna Friedman",NA,NA,4.8,1451,5.2,5,5,5.1,4.7,4.8,4.7,5,4.5,4.7,4.7,5.1,NA,5.8,4.9,175,5.2,4.6,5,4.6,"medium"
