"","imdb_title_id","title","year","genre","duration","country","language","director","actors","usa_gross_income","worldwide_gross_income","weighted_average_vote","total_votes","mean_vote","median_vote","allgenders_0age_avg_vote","allgenders_18age_avg_vote","allgenders_30age_avg_vote","allgenders_45age_avg_vote","males_allages_avg_vote","males_0age_avg_vote","males_18age_avg_vote","males_30age_avg_vote","males_45age_avg_vote","females_allages_avg_vote","females_0age_avg_vote","females_18age_avg_vote","females_30age_avg_vote","females_30age_votes","females_45age_avg_vote","top1000_voters_rating","us_voters_rating","non_us_voters_rating","movie_length"
"157","tt0799949","Epic Movie",2007,"Adventure, Comedy",86,"USA","English","Aaron Seltzer","Kal Penn, Adam Campbell, Jennifer Coolidge, Jayma Mays, Faune Chambers Watkins, Crispin Glover, Tony Cox, Héctor Jiménez, Darrell Hammond, Carmen Electra, Fred Willard, David Carradine, Kevin McDonald, George Alvarez, Crista Flanagan",39739367,87238158,2.4,100874,2.7,2,1.7,2.6,2.2,2.5,2.3,1.5,2.5,2.2,2.5,2.5,3.1,2.7,2.3,6083,2.5,2.5,2.1,2.3,"short"
"158","tt0800241","Transsiberian",2008,"Crime, Drama, Mystery",111,"UK, Germany, Spain, Lithuania","English, Russian, Spanish, Mandarin, French","Brad Anderson","Woody Harrelson, Emily Mortimer, Ben Kingsley, Kate Mara, Eduardo Noriega, Thomas Kretschmann, Etienne Chicot, Mac McDonald, Colin Stinton, Perlis Vaisieta, Mindaugas Papinigis, Mindaugas Capas, Sonata Visockaite, Larisa Kalpokaite, Valentinas Krulikovskis",2206405,5926410,6.7,50014,6.7,7,5.4,6.7,6.6,6.7,6.7,5.8,6.7,6.6,6.7,6.7,5.3,6.6,6.6,3097,6.9,6.3,6.8,6.6,"medium"
"159","tt0801344","The Monster of Phantom Lake",2006,"Comedy, Horror, Sci-Fi",97,"USA","English","Christopher R. Mihm","Josh Craig, Leigha Horton, Deanne McDonald, Brad Tracy, Lindsey Holmes, Justen Overlander, Rachel Grubb, Michael Cook, M. Scott Taulman, Dustin Booth, Michael G. Kaiser, Mike Mason, Christopher R. Mihm",NA,NA,5.4,187,6.2,6,NA,6,5.4,5.7,5.4,NA,6,4.9,5.7,6.1,NA,NA,6.8,11,5.3,4.4,5.8,4.7,"medium"
"160","tt0803075","Southern Gothic",2007,"Drama, Horror",104,"USA","English","Mark Young","Yul Vazquez, William Forsythe, Jonathan Sachar, Nicole DuPort, Dani Englander, Emily Catherine Young, William Boyer, April Carroll, Tony Caudill, Steve Fortner, Brett Gentile, Bob Hungerford, Carrie Anne Hunt, Joe Inscoe, Johanna Jowett",NA,NA,4.3,278,4.8,5,NA,2.9,4.2,4.4,4.3,NA,2.4,4.3,4.4,3.9,NA,3.5,3.7,14,4,3.9,4.1,4.3,"medium"
"161","tt0804452","Bratz",2007,"Comedy, Family, Music",110,"USA","English, Spanish","Sean McNamara","Logan Browning, Janel Parrish, Nathalia Ramos, Skyler Shaye, Chelsea Kane, Anneliese van der Pol, Melise, Ian Nelson, Stephen Ford, Jon Voight, Lainie Kazan, William May, Emily Rose Everhard, Chet Hanks, Carl Rux",10010209,26013153,3.1,17575,3.6,2,3.1,3.5,2.3,2.7,2.1,1.8,2.1,1.9,2.6,3.9,5.1,4.2,3.3,2528,3.5,2.5,2.6,2.9,"medium"
"162","tt0804516","-2 Livello del terrore",2007,"Crime, Horror, Thriller",98,"USA","English, Portuguese, Spanish","Franck Khalfoun","Wes Bentley, Rachel Nichols, Simon Reynolds, Philip Akin, Stephanie Moore, Miranda Edwards, Paul Sun-Hyung Lee, Grace Lynn Kung, Bathsheba Garnett, Philip Williams, Arnold Pinnock, Franck Khalfoun",3995018,7766240,5.9,31198,6,6,6.3,6,5.8,5.9,5.8,6.5,6,5.8,5.9,5.9,NA,6,5.9,2772,5.8,5.5,5.8,5.8,"medium"
"163","tt0805526","Affrontando i giganti",2006,"Drama, Fantasy, Sport",111,"USA","English","Alex Kendrick","Erin Bethea, James Blackwell, Bailey Cave, Shannen Fields, Tracy Goode, Dan W. Howell Sr., Alex Kendrick, Jim McBride, Tommy McBride, Michael McLendon, Jason McLeod, Mark Richt, Kyle Scott, Mary Smit, Steve Williams",10178331,10307987,6.6,15643,7.2,8,6.6,6.5,6.3,7,6.3,6.4,6.3,6.1,6.7,7.6,7,7.4,7.6,1244,7.9,5.7,6.7,6.1,"medium"
"164","tt0808392","Neal Cassady",2007,"Biography, Drama",80,"USA","English","Noah Buschel","Tate Donovan, Amy Ryan, Glenn Fitzgerald, Chris Bauer, Hanna Hall, Josh Hamilton, Brendan Sexton III, Liza Weil, Merritt Wever, Stephen Adly Guirgis, Paz de la Huerta, Shareeka Epps, Josh Pais, Olek Krupa, Christopher McCann",NA,NA,6.3,180,6.7,7,5,6,7.1,5.9,6.4,5,6.3,6.9,6,6.9,NA,NA,8,17,4.9,5.7,6.5,6.5,"short"
"165","tt0810913","Jack e Jill",2011,"Comedy",91,"USA","English","Dennis Dugan","Adam Sandler, Al Pacino, Katie Holmes, Elodie Tougne, Rohan Chand, Eugenio Derbez, David Spade, Nick Swardson, Tim Meadows, Allen Covert, Norm MacDonald, Geoff Pierson, Valerie Mahaffey, Gary Valentine, Dana Carvey",74158157,149673788,3.3,76576,3.7,3,2.3,3.3,3.3,3.4,3.2,2.1,3,3.2,3.3,4.1,3.3,4.3,4,6104,4.1,3.1,3.1,3.3,"medium"
"166","tt0810928","The Last Sin Eater",2007,"Drama",117,"USA","English","Michael Landon Jr.","Louise Fletcher, Henry Thomas, Liana Liberato, Soren Fulton, A.J. Buckley, Stewart Finlay-McLennan, Peter Wingfield, Elizabeth Lackey, Thea Rose, Kim Myers, Gabrielle Fitzpatrick, Valerie Wildman, Anne Cullimore Decker, Michael Flynn, Molly Jepson",388390,388390,5.6,1757,6.3,6,6,6.5,5.3,5.8,5.3,6,6.3,5,5.6,6.6,NA,6.8,6.5,223,6.6,5.1,6.3,5.1,"medium"
"167","tt0810951","Look",2007,"Comedy, Crime, Drama",102,"USA","English","Adam Rifkin","Jamie McShane, Spencer Redford, Hayes MacArthur, Nichelle Hines, Ben Weber, Paul Schackman, Chris Williams, Jennifer Fontaine, Giuseppe Andrews, Miles Dougal, Rhys Coiro, Sebastian Feldman, Kimberly Quinn, Heather Hogan, Ryan Cutrona",16136,16136,6.6,1646,6.7,7,8,6.5,6.7,6.3,6.6,8,6.4,6.7,6.3,6.6,NA,7.1,6.6,112,6.3,6,6.7,6.5,"medium"
"168","tt0811011","Pirates of Treasure Island",2006,"Action, Adventure",85,"USA","English","Leigh Scott","Lance Henriksen, Tom Nagel, Rebekah Kochan, Rhett Giles, Jeff Denton, James Ferris, Derek Osedach, Justin Jones, David Shick, Chriss Anglin, Dean N. Arevalo, Josh Sobotik, Andrea Lui, Leigh Scott, Jennifer Lee Wiggins",NA,NA,2.3,957,2.8,1,NA,1.8,2.3,2.4,2.2,NA,1.9,2.3,2.2,2.7,NA,1.6,2,56,4.6,2.1,3.1,2,"short"
"169","tt0811137","The Do-Deca-Pentathlon",2012,"Comedy",76,"USA","English","Jay Duplass","Mark Kelly, Steve Zissis, Jennifer Lafleur, Julie Vorus, Brendan Robinson, Noël Wells, Ricky Dillard, Elton LeBlanc, Alex Lipschultz, John Melvin, Brett Patron, Jordan Stidham, Reid Williams",10000,10000,6,1665,6,6,NA,6.2,6,5.7,6,NA,6.2,6,5.6,5.9,NA,5,5.9,92,6.6,5.3,6.3,5.7,"short"
"170","tt0811137","The Do-Deca-Pentathlon",2012,"Comedy",76,"USA","English","Mark Duplass","Mark Kelly, Steve Zissis, Jennifer Lafleur, Julie Vorus, Brendan Robinson, Noël Wells, Ricky Dillard, Elton LeBlanc, Alex Lipschultz, John Melvin, Brett Patron, Jordan Stidham, Reid Williams",10000,10000,6,1665,6,6,NA,6.2,6,5.7,6,NA,6.2,6,5.6,5.9,NA,5,5.9,92,6.6,5.3,6.3,5.7,"short"
"171","tt0814365","Trigger Man",2007,"Drama, Thriller",80,"USA","English","Ti West","Reggie Cunningham, Ray Sullivan, Sean Reid, Heather Robb, James Felix McKenney, Larry Fessenden, Daniel Mazikowski, Seth Abrams, Graham Reznick",NA,NA,4.6,686,4.8,5,NA,4.7,4.7,4.1,4.6,NA,4.7,4.7,4.1,4.8,NA,5.1,4.2,26,5.5,4.2,4.7,4.4,"short"
"172","tt0815230","Redrum",2007,"Comedy",88,"USA","English","Kenny Young","Kenny Young, Jill Marie Jones, Reginald Ballard, Jaqueline Fleming, Ruben Garfias, Sharyn Grose, Napiera Groves, Michael Hagiwara, Hadrian Hooks, Reggie James, Zo Johnson, Bishop Don Magic Juan, Lance W. Lanfear, Jenifer Lewis, June Green Matute",NA,NA,4.1,313,4.5,4,1,5,3.7,4.2,3.7,NA,6,3.4,3.9,5.6,1,3.7,5.6,27,6.3,4.9,4.7,3,"short"
"173","tt0817177","Il primo amore non si scorda mai",2010,"Comedy, Drama, Romance",90,"USA","English","Rob Reiner","Madeline Carroll, Callan McAuliffe, Rebecca De Mornay, Anthony Edwards, John Mahoney, Penelope Ann Miller, Aidan Quinn, Kevin Weisman, Morgan Lily, Ryan Ketzner, Gillian Pfaff, Michael Boza, Beau Lerner, Jacquelyn Evola, Taylor Groothuis",1755212,4225921,7.7,79816,7.9,8,7.5,7.9,7.6,7.4,7.6,7.5,7.8,7.6,7.3,7.8,7.3,7.9,7.7,10645,7.6,6.5,7.5,7.7,"medium"
"174","tt0817538","Drillbit Taylor",2008,"Action, Comedy, Crime",110,"USA","English","Steven Brill","Nate Hartley, Troy Gentile, Ian Roberts, Owen Wilson, Casey Boersma, Dylan Boersma, Lisa Ann Walter, Beth Littleford, David Koechner, Matt Walsh, Janet Varney, Lisa Lampanelli, Bill O'Neill, Shaun Weiss, Jordan Valacich",32862104,49944325,5.7,57547,5.9,6,6.1,5.8,5.6,5.5,5.7,6.1,5.8,5.6,5.4,5.7,NA,5.8,5.6,3265,5.8,5,5.6,5.6,"medium"
"175","tt0818874","Pretty Dead Things",2006,"Horror",92,"USA","English","Richard Griffin","Patrick Pitu, William DeCoff, Danielle Lozeau, Ashley Eaton, Ross Kelly, Salvatore Marchese, Jason Witter, V. Orion Delwaterman, Jennifer Scharf, Caleb Emerson, Donald Foley, Robin L. Watkins, Robert Jude Buco, Christopher Calcagni, Heather Cooney",NA,NA,5.9,111,7.9,9,NA,7,5.1,6.4,5.8,NA,7,5.1,6.2,6,NA,NA,5.4,12,10,2,6.4,3.1,"medium"
"176","tt0821640","La rivolta delle ex",2009,"Comedy, Fantasy, Romance",115,"USA","English, Japanese, Chinese, Spanish","Mark Waters","Matthew McConaughey, Jennifer Garner, Michael Douglas, Breckin Meyer, Lacey Chabert, Robert Forster, Anne Archer, Emma Stone, Daniel Sunjata, Noureen DeWulf, Rachel Boston, Camille Guaty, Amanda Walsh, Emily Baldoni, Catherine Haena Kim",55250026,102366815,5.8,82511,5.9,6,5.3,5.9,5.7,5.7,5.8,5.2,5.9,5.8,5.7,5.7,5.5,5.9,5.6,13297,5.8,5.2,5.6,5.7,"medium"
"177","tt0822854","Shooter",2007,"Action, Drama, Thriller",124,"USA","English","Antoine Fuqua","Mark Wahlberg, Michael Peña, Danny Glover, Kate Mara, Elias Koteas, Rhona Mitra, Jonathan Walker, Louis Ferreira, Tate Donovan, Rade Serbedzija, A.C. Peterson, Ned Beatty, Lane Garrison, Zak Santiago, Michael-Ann Connor",47003582,95696996,7.2,305429,7.3,7,7.3,7.3,7.1,7.1,7.2,7.3,7.3,7.1,7.1,7.2,7.2,7.3,7.1,11588,7.3,6.8,7.1,7.1,"long"
"178","tt0824747","Changeling",2008,"Biography, Crime, Drama",141,"USA","English","Clint Eastwood","Angelina Jolie, Gattlin Griffith, Michelle Gunn, Jan Devereaux, Erica Grant, Antonia Bennett, Kerri Randles, Frank Wood, Morgan Eastwood, Madison Hodges, John Malkovich, Colm Feore, Devon Conti, Ric Sarabia, J.P. Bumstead",35739802,113398237,7.7,233510,7.8,8,7.8,7.9,7.7,7.6,7.7,8,7.9,7.7,7.6,7.7,7.5,8,7.6,27058,7.5,7.5,7.6,7.7,"long"
"179","tt0825232","Non è mai troppo tardi",2007,"Comedy, Drama",97,"USA","English","Rob Reiner","Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Rob Morrow, Alfonso Freeman, Rowena King, Annton Berry Jr., Verda Bridges, Destiny Brownridge, Brian Copeland, Ian Anthony Dale, Jennifer Defrancisco, Angela Gardner, Noel Gugliemi",93466502,175372502,7.4,226825,7.6,8,7.3,7.5,7.4,7.3,7.4,7.2,7.5,7.3,7.2,7.5,7.4,7.7,7.5,18986,7.4,6.8,7.1,7.4,"medium"
"180","tt0828376","Collier & Co.",2006,"Comedy, Family",108,"USA","English","John Schneider","John Schneider, Elly Castle, Rex Smith, Phil Redrow, Marcus Milton, Fred Welch, Kyle McClure, Karis Schneider, Michael R. Barnard, Benjamin Paul Birmingham, Diandra Carstensen, Leah Michelle Castle, Shirley Conklin, Erik P. Dimitriou, Richard Faraci",NA,NA,4.8,323,4.6,2,NA,7.1,7.8,4.9,6,NA,10,7.8,4.7,6.7,NA,7,7.4,30,6.4,3.8,6.2,5.7,"medium"
"181","tt0829424","Evil Bong",2006,"Comedy, Horror",86,"USA","English","Charles Band","David Weidoff, John Patrick Jordan, Mitch Eakins, Brian Lloyd, Robin Sydney, Kristyn Green, Tommy Chong, Michelle Mais, Jacob Witkin, Kristen Caldwell, Phil Fondacaro, Tim Thomerson, Bill Moseley, Brandi Cunningham, Dana Danes",NA,NA,4,2455,4.5,4,4.7,3.9,4,3.8,4,6,3.8,4.1,3.7,3.8,6,4.7,3.1,89,3.6,4.1,4.2,3.7,"short"
"182","tt0834539","Fall Down Dead",2007,"Horror, Thriller",94,"USA","English","Jon Keeyes","Dominique Swain, Mehmet Günsür, Udo Kier, David Carradine, R. Keith Harris, Monica Barladeanu, Mihaela Radulescu, Burgess Jenkins, Jennifer Alden, Lexi DiBenedetto, Brett Gentile, Austin James, Karine Darrah, Jason Hammond, Huyen Thi",NA,157401,3.9,920,4.6,4,NA,4.6,3.8,4,3.9,NA,4.4,3.8,4,4.1,NA,5.1,3.8,88,4.2,3.8,4.1,3.9,"medium"
"183","tt0834904","Curse of Alcatraz",2007,"Horror",100,"USA","English","Daniel Zirilli","Alex A. Quinn, Jessie Camacho, Candise Lakota, José Solano, Phil Austin, Tom Gander, Jeremy Gilchrist, Joe Jones, Jason Melling, Mario Montes, Sara Jane Nash, Joe Paganelli, Ava Perez, Eddy Robinson, William Van Noland",NA,NA,2.5,457,3.6,2,NA,2.3,2.5,2.5,2.5,NA,2.6,2.4,2.7,2.5,NA,2.4,3.1,32,1.3,2.5,3,2.2,"medium"
"184","tt0835034","A Four Letter Word",2007,"Comedy, Romance",87,"USA","English","Casper Andreas","Jesse Archer, Paul Haje, Charlie David, Cory Grant, Steven M. Goldsmith, J.R. Rolley, Virginia Bryan, Jeremy Gender, Allison Lane, Aaron Star, Jonathan Baird, Max Rhyser, John Kaisner, William Hernandez, Margret Echeverria",72568,73445,5.4,831,5.7,6,NA,5.3,5.2,5.5,5.4,NA,5.4,5.3,5.5,5,NA,5.3,4.8,64,5.2,5.2,5.5,5.1,"short"
"185","tt0838283","Fratellastri a 40 anni",2008,"Comedy",98,"USA","English, Spanish","Adam McKay","Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins, Adam Scott, Kathryn Hahn, Andrea Savage, Lurie Poston, Elizabeth Yozamp, Logan Manus, Travis T. Flory, Lili Rose McKay, Shira Piven, Seth Morris, Wayne Federman",100468793,128107642,6.9,263102,7.1,7,7.1,7,6.8,6.4,6.9,7,7,6.8,6.4,6.6,7.8,6.7,6.5,16908,6.3,5.9,7.1,6.6,"medium"
"186","tt0840272","The 9/11 Commission Report",2006,"Drama, Thriller",86,"USA","English, Arabic","Leigh Scott","Rhett Giles, Marat Glazer, Griff Furst, Sarah Lieving, Jeff Denton, Eliza Swenson, Puraj Puri, A.J. Castro, Christina Rosenberg, Kim Little, Chriss Anglin, Amol Shah, Michael Tower, Jason S. Gray, Dean N. Arevalo",NA,NA,3.1,446,4.7,3,NA,1.6,3,3.2,2.7,NA,1.6,3,2.8,4.9,NA,2,4.1,55,6.8,3.2,4.2,2.1,"short"
"187","tt0840322","Forever Strong",2008,"Drama, Sport",112,"USA","English","Ryan Little","Gary Cole, Sean Astin, Neal McDonough, Sean Faris, Julie Warner, Penn Badgley, Eliot Schwartz, Michael J. Pagan, Nathan West, Max Kasch, Arielle Kebbel, Kepa Kruse, Junior Salt, Jeremy Earl, Larry Bagby",719556,719556,7.2,10075,7.5,8,6,7.5,7,6.7,7.1,6,7.4,6.9,6.6,7.5,NA,7.8,7.3,828,7.3,5.1,7.1,7.1,"medium"
"188","tt0841046","Walk Hard - La storia di Dewey Cox",2007,"Comedy, Drama, Music",96,"USA","English","Jake Kasdan","Nat Faxon, John C. Reilly, Tim Meadows, Conner Rayburn, Chip Hormess, Raymond J. Barry, Terrence Beasor, Margo Martindale, Honeyboy Edwards, Gerry Black, Aron Johnson, Jack Donovan Saperstein, Taylor Hubert, Christopher Hurt, Matt Price",18317151,20576198,6.8,66276,6.9,7,6.8,7,6.7,6.5,6.8,7.3,7.1,6.8,6.6,6.4,5,6.5,6.3,3658,6.4,6.2,6.8,6.7,"medium"
"189","tt0841108","Hannah Takes the Stairs",2007,"Comedy, Drama, Romance",83,"USA","English","Joe Swanberg","Greta Gerwig, Kent Osborne, Andrew Bujalski, Ry Russo-Young, Mark Duplass, Todd Rohal, Tipper Newton, Kris Rey, Kevin Bewersdorf, Ivan Albertson",22815,26923,5.6,1710,5.6,6,6,6,5.6,5.3,5.7,6,6.1,5.7,5.3,5.2,6,6,5,138,5.3,5.1,5.4,5.8,"short"
"190","tt0847833","Back Soon",2007,"Drama, Romance",83,"USA","English","Rob Williams","Windham Beacham, Matthew Montgomery, Maggie McCollester, Artie O'Daly, Jake Christian, Kelly Keaton, Bethany Dotson, Danny Aguirre, Joel Bryant, A.C. Earing, Deven Green, Alanna Leigh, Jeremy Lucas, Tammi Mac, Nora J. Novak",NA,NA,5.3,768,5.9,6,NA,4.8,5.1,5.6,5.4,NA,4.6,5.2,5.6,5.4,NA,5,5.1,55,6.7,4.8,5.7,5.1,"short"
"191","tt0858436","Dragon",2006,"Fantasy",84,"USA","English","Leigh Scott","Amelia Jackson-Gray, Matthew Wolf, Jon-Paul Gates, Jeff Denton, Rachel Haines, Jason DeParis, Jessica Bork, Eliza Swenson",NA,NA,3,757,3.3,2,NA,2.3,3,3,2.8,NA,2.2,2.8,3,3.7,NA,2.6,5,56,3.1,3.2,4.2,2.3,"short"
"192","tt0864331","Dead Man's Hand",2007,"Horror",81,"USA","English","Charles Band","Wes Armstrong, Michael Berryman, Kristyn Green, Sid Haig, Kristopher Logan, Jessica Morris, Lily Rains, Kavan Reece, Bob Rumnock, Rico Simonini, Robin Sydney, Scott Whyte",NA,NA,4,413,4.2,4,NA,3.6,4,4,3.9,NA,3.4,4,3.9,4.3,NA,4.5,4.7,22,4.2,4.1,4.4,3.5,"short"
"193","tt0865561","6 Month Rule",2011,"Comedy",100,"USA","English","Blayne Weaver","Blayne Weaver, Martin Starr, Natalie Morales, Patrick J. Adams, Vanessa Branch, John Michael Higgins, Dave Foley, Jaime Pressly, Brandon Barrera, Kristina Klebe, Nate Rubin, Samantha Shelton, Lena Clark, Sarah Jane Morris, Erin Cahill",14057,14057,4.9,631,5.8,6,5,5.4,4.6,5,4.9,5,5.7,4.7,5.1,4.8,5,5.2,4.6,107,4.7,4.5,5,4.7,"medium"
"194","tt0873886","Red State",2011,"Action, Crime, Horror",88,"USA","English","Kevin Smith","Michael Angarano, Deborah Aquila, Nicholas Braun, Ronnie Connell, Kaylee DeFer, Joey Figueroa, Kyle Gallner, Anna Gunn, Matt Jones, John Lacy, Catherine McCord, Alexa Nikolas, Stephen Root, Cooper Thornton, Betty Aberlin",1104682,1874460,6.2,61377,6.3,6,6.7,6.2,6.2,6.1,6.2,6,6.3,6.2,6.1,6.1,7,6,6,3994,6.3,5.7,6.4,6,"short"
"195","tt0878654","Bulletface",2010,"Thriller",82,"USA","English","Albert Pyun","Victoria Maurette, Steven Bauer, Morgan Weisser, Jenny Dare Paulin, Eddie Velez, Scott Paulin, Francia Raisa, Michael Esparza, Jeremy Parrish, Michael Bayouth, Zak VanWinkle, Assaf Cohen, Lilli Passero, Crystal Laws Green, Alan Abelew",NA,NA,3.7,879,7.5,9,5,5.9,3.3,3.7,3.3,NA,6,3.1,3.6,5.2,NA,5.8,6.1,137,4.1,3.8,4.7,3.2,"short"
"196","tt0884214","Wreckage",2010,"Horror, Thriller",87,"USA","English","John Asher","Aaron Paul, Mike Erwin, Cameron Richardson, Scoot McNairy, Kelly Kruger, Justin Allen, Roger Perry, John Asher, Lisa Ann Walter, Bevin Prince, Chris Mastro, Matt Barr, Travis Aaron Wade, Jordan Yale Levine, Ruthanne Gibson",NA,NA,4.2,1085,4.6,4,NA,4.4,4.1,4.4,4.2,NA,4.1,4,4.3,4.4,NA,5.1,4.1,108,4.5,4.3,4.3,4,"short"
"197","tt0890870","Saw IV",2007,"Horror, Mystery, Thriller",93,"Canada, USA","English","Darren Lynn Bousman","Tobin Bell, Costas Mandylor, Scott Patterson, Betsy Russell, Lyriq Bent, Athena Karkanis, Louis Ferreira, Simon Reynolds, Donnie Wahlberg, Angus Macfadyen, Shawnee Smith, Bahar Soomekh, Dina Meyer, Mike Realba, Marty Adams",63300095,139352633,5.9,137921,6.1,6,5.6,6,5.8,5.7,5.9,5.4,6,5.8,5.7,6.1,6.1,6.2,5.9,8195,5.9,5.4,5.7,5.9,"medium"
"198","tt0892255","Che - L'argentino",2008,"Biography, Drama, History",134,"France, Spain, Mexico","Spanish, English","Steven Soderbergh","Julia Ormond, Benicio Del Toro, Oscar Isaac, Pablo Guevara, Franklin Díaz, Armando Suárez Cobián, Rodrigo Santoro, María Isabel Díaz Lago, Demián Bichir, Mateo Gómez, Ramon Fernandez, Yul Vazquez, Jose Caro, Pedro Adorno, Jsu Garcia",748555,34209065,7.2,43731,7.2,7,7.4,7.4,7.2,6.9,7.2,8.2,7.4,7.2,6.8,7,5,7.2,7,2035,6.9,6.3,7.2,7.2,"long"
"199","tt0897361","Il nome del mio assassino",2007,"Crime, Drama, Mystery",106,"USA","English","Chris Sivertson","Bonnie Aarons, Lindsay Lohan, Michael Adler, Julia Ormond, Garcelle Beauvais, Neal McDonough, Art Bell, Stacy Daniel, Michael Esparza, David Figlioli, Amy Fuehrer, Jane Galloway Heitz, Spencer Garrett, Brian Geraghty, Cornelia Guest",7498716,9669758,3.6,25732,3.9,3,3.5,3.6,3.6,3.7,3.5,3.2,3.3,3.5,3.7,3.8,3.5,3.9,3.7,4537,3.6,3.9,3.4,3.7,"medium"
"200","tt0902253","Another Perfect Stranger",2007,"Drama",80,"USA","English","Jefferson Moore","Jefferson Moore, Ruby Lewis, Chloe Allen, Juliana Allen, Jonathan C. Barnes, Pamela Brumley, Pattie Crawford, Stella Davis, Henry Diaz, Shantha Diaz, Darby Leigh Dugger, Joanna Dys, Jay Evans, Alexis Hughes, Emily Jacobson",NA,NA,6.6,408,7.3,8,NA,6.8,6,6.6,6,NA,6.9,5.6,6.1,7.4,NA,6.5,6.9,39,8.3,3.7,6.5,5.8,"short"
"201","tt0902312","Nite Tales: The Movie",2008,"Horror, Thriller",93,"USA","English","Deon Taylor","Flavor Flav, Dante Basco, Chico Benymon, Andrea Bogart, James Ferris, Sticky Fingaz, Ariele Galah, Soraya Kelley, Sandra McCoy, Richard Moorhouse, James Otis, Michael J. Pagan, Tony Todd, Tyrin Turner, Jordan Woolley",NA,NA,4,284,4.8,4,NA,5.8,4.2,3.8,4,NA,5.2,4.1,3.6,5.3,NA,6.9,5.1,23,4.8,3.8,4.2,4.1,"medium"
"202","tt0906108","Why Did I Get Married?",2007,"Comedy, Drama",113,"USA","English","Tyler Perry","Tyler Perry, Sharon Leal, Janet Jackson, Malik Yoba, Jill Scott, Richard T. Jones, Tasha Smith, Michael Jai White, Denise Boutte, Lamman Rucker, Keesha Sharp, Kaira Akita, Sheri Mann Stewart, Brian Bremer, Bart Hansard",55204525,55862886,5.9,11974,6.2,7,5.6,6.1,5.6,5.8,5.1,5,5.5,4.9,5.1,6.9,3.8,6.5,6.9,2232,7,4.9,5.9,5.3,"medium"
"203","tt0907870","To a Tee",2006,"Comedy, Drama, Romance",64,"USA","English","Matt Riddlehoover","Matt Riddlehoover, Lindsey Hancock Williamson, Brandon Eaves, Starina Johnson, Thashana McQuiston, Teague Fuller, Tia Shearer, RheAnn WhitePeacock, Brian Florian, Kai Porter, Ryan Basham, Anne Marie Livingston",NA,NA,4.7,615,6.5,7,NA,4.6,5.6,4.2,4.8,NA,5.4,5.4,4.1,5.7,NA,4,6.5,65,5.7,2.7,6.4,3.6,"short"
"204","tt0910936","Strafumati",2008,"Action, Comedy, Crime",111,"USA","English, Cantonese, Korean","David Gordon Green","Seth Rogen, James Franco, Danny McBride, Kevin Corrigan, Craig Robinson, Gary Cole, Rosie Perez, Ed Begley Jr., Nora Dunn, Amber Heard, Joe Lo Truglio, Arthur Napiontek, Cleo King, Bill Hader, James Remar",87341380,101624843,6.9,310971,7.1,7,7,7.1,6.9,6.4,7,7,7.2,6.9,6.3,6.9,7.1,7,6.8,19003,6.4,6.1,7.2,6.8,"medium"
"205","tt0915458","Fast Girl",2008,"Family, Sport",95,"USA","English","Daniel Zirilli","Mircea Monroe, Justin Guarini, Dwier Brown, Caroline Rhea, Jack Weber, Nick Chastain, Jeff Tschida, William Bassett, Davis Campbell, Matt Carmody, Bridget Brady, Larry Udy, Stacey Goryl, James DuMont, Phil Austin",NA,NA,4.5,378,5.3,5,NA,4.3,4.8,4,4.4,NA,3.7,4.9,3.8,5.1,NA,5.1,4.8,33,5.9,3.9,4.4,4.5,"medium"
"206","tt0918557","Saving Sarah Cain",2007,"Drama",103,"USA","English","Michael Landon Jr.","Abigail Mason, Lisa Pepper, Elliott Gould, Yolanda Wood, Jennifer O'Dell, Tom Tate, Carl Nelson, Micaela Nelligan, Tom Markus, Soren Fulton, Danielle C. Ryan, Tanner Maguire, Bailee Madison, Tess Harper, John F. Cruz",NA,NA,6.1,1383,6.5,7,NA,6.3,5.9,6.1,5.9,NA,6.1,5.8,6,6.3,NA,6.5,6.1,235,6.4,5.5,6.2,5.8,"medium"
"207","tt0918645","Left for Dead",2007,"Action, Horror, Western",84,"Argentina, USA","English","Albert Pyun","María Alche, Soledad Arocena, Andrés Bagg, Javier De la Vega, Adnen Helali, Oliver Kolker, Brad Krupsaw, Victoria Maurette, Janet Rembaum, Muni Seligmann",NA,NA,3.7,1194,7.1,9,10,5.3,3.4,3.8,3.5,NA,5.1,3.2,3.8,4.3,NA,5.7,4.4,185,4.1,4,3.9,3.4,"short"
"208","tt0922642","Tooth and Nail",2007,"Drama, Horror, Thriller",94,"USA","English","Mark Young","Nicole DuPort, Rider Strong, Michael Kelly, Alexandra Barreto, Robert Carradine, Emily Catherine Young, Kevin E. Scott, Zack Robidas, Beverly Hynds, Jeffrey D. Erb, Rachel Miner, Michael Madsen, Vinnie Jones, Patrick Durham, Jonathan Sachar",97182,97182,4.8,3660,5,5,5,4.8,4.8,4.8,4.7,5,4.9,4.7,4.8,5,NA,4.7,4.9,304,5.3,4.8,5,4.6,"medium"
